Instance, Tickets
2017-10-30 00:00:07.683600, 0
2017-10-30 00:00:18.074300, 0
2017-10-30 00:00:28.574200, 0
2017-10-30 00:00:38.839900, 0
2017-10-30 00:00:49.183700, 0
2017-10-30 00:00:59.496100, 0
2017-10-30 00:01:09.964900, 0
2017-10-30 00:01:20.246200, 0
2017-10-30 00:01:30.511800, 0
2017-10-30 00:01:41.277500, 0
2017-10-30 00:01:51.558800, 0
2017-10-30 00:02:01.855600, 0
2017-10-30 00:02:12.277600, 0
2017-10-30 00:02:22.574400, 0
2017-10-30 00:02:32.871300, 0
2017-10-30 00:02:43.355700, 0
2017-10-30 00:02:53.699500, 0
2017-10-30 00:03:03.980800, 0
2017-10-30 00:03:14.387000, 0
2017-10-30 00:03:24.715200, 0
2017-10-30 00:03:35.090200, 0
2017-10-30 00:03:45.449600, 0
2017-10-30 00:03:55.809000, 0
2017-10-30 00:04:06.246500, 0
2017-10-30 00:04:16.559000, 0
2017-10-30 00:04:26.918400, 0
2017-10-30 00:04:37.246600, 0
2017-10-30 00:04:47.637200, 0
2017-10-30 00:04:57.996600, 0
2017-10-30 00:05:08.371600, 0
2017-10-30 00:05:18.699800, 0
2017-10-30 00:05:29.012300, 0
2017-10-30 00:05:39.512300, 0
2017-10-30 00:05:49.840500, 0
2017-10-30 00:06:00.231100, 0
2017-10-30 00:06:10.590500, 0
2017-10-30 00:06:20.871800, 0
2017-10-30 00:06:31.387500, 0
2017-10-30 00:06:41.699900, 0
2017-10-30 00:06:51.996900, 0
2017-10-30 00:07:02.293700, 0
2017-10-30 00:07:12.590600, 0
2017-10-30 00:07:22.996900, 0
2017-10-30 00:07:33.262500, 0
2017-10-30 00:07:43.653200, 0
2017-10-30 00:07:54.028300, 0
2017-10-30 00:08:04.434500, 0
2017-10-30 00:08:14.778200, 0
2017-10-30 00:08:25.137700, 0
2017-10-30 00:08:35.559500, 0
2017-10-30 00:08:45.919000, 0
2017-10-30 00:08:56.387800, 0
2017-10-30 00:09:06.731500, 0
2017-10-30 00:09:17.184600, 0
2017-10-30 00:09:27.575300, 0
2017-10-30 00:09:37.856500, 0
2017-10-30 00:09:48.309700, 0
2017-10-30 00:09:58.700300, 0
2017-10-30 00:10:09.075400, 0
2017-10-30 00:10:19.481600, 0
2017-10-30 00:10:29.919100, 0
2017-10-30 00:10:40.231700, 0
2017-10-30 00:10:50.575400, 0
2017-10-30 00:11:01.091100, 0
2017-10-30 00:11:01.716200, 0
2017-10-30 00:11:11.950500, 0
2017-10-30 00:11:22.247400, 0
2017-10-30 00:11:32.559900, 0
2017-10-30 00:11:43.028700, 0
2017-10-30 00:11:53.481800, 0
2017-10-30 00:12:03.841200, 0
2017-10-30 00:12:14.169400, 0
2017-10-30 00:12:24.513100, 0
2017-10-30 00:12:34.966300, 0
2017-10-30 00:12:45.263200, 0
